Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?a  ex:veneratedIn  ?b  ex: ,?a  ex:canonizedBy  ?b,0.0121212,0.00162911,0.0112782,6,3683,532,?a,0.0116845
?b  ex:city  ?f  ?a  ex:headquarter  ?f   ,?a  ex:hubAirport  ?b,0.33664,0.000769055,0.0113646,1052,1367913,92568,?a,0.021987
?a  ex:stylisticOrigin  ?b  ex: ,?a  ex:derivative  ?b,0.0340681,0.00650593,0.0113788,17,2613,1494,?b,0.0170597
?a  ex:nextMission  ?f  ?b  ex:nextMission  ?f   ,?a  ex:previousMission  ?b,0.0119904,0.0112613,0.0114155,5,444,438,?a,0.0116959
?a  ex:mouthCountry  ?f  ?b  ex:sourceCountry  ?f   ,?a  ex:rightTributary  ?b,0.0119048,0.00029045,0.0114326,49,168704,4286,?b,0.0116639
?a  ex:language  ?b  ex: ,?a  ex:regionalLanguage  ?b,1,0.00209498,0.0114574,175,83533,15274,?b,0.0226552
?a  ex:previousMission  ?f  ?b  ex:previousMission  ?f   ,?a  ex:nextMission  ?b,0.0118765,0.0114155,0.0114679,5,438,436,?a,0.0116686
?e  genre  ?a  ex:?e  genre  ?b  ex: ,?a  ex:derivative  ?b,0.695391,0.00352327,0.0115374,347,98488,30076,?b,0.0226983
?a  ex:influencedBy  ?b  ex: ,?a  ex:influenced  ?b,0.0137142,0.00664543,0.0116492,121,18208,10387,?b,0.0125976
?a  ex:composer  ?f  ?f  recordLabel  ?b  ex: ,?a  ex:gameArtist  ?b,0.0126316,0.00103288,0.0116732,6,5809,514,?a,0.0121335
?a  ex:country  ?b  ex: ,?a  ex:chairperson  ?b,0.0114286,0.000003419,0.0116959,2,584947,171,?a,0.0115607
?a  ex:producer  ?b  ex: ,?a  ex:musicComposer  ?b,0.0100298,0.00206816,0.0117047,397,191958,33918,?a,0.0108027
?e  musicFusionGenre  ?a  ex:?e  musicSubgenre  ?b  ex: ,?a  ex:musicSubgenre  ?b,0.0433604,0.0118256,0.0118256,16,1353,1353,?b,0.018583
?b  ex:growingGrape  ?a  ex: ,?a  ex:wineRegion  ?b,0.0550162,0.00525015,0.0119131,17,3238,1427,?a,0.0195853
?e  city  ?b  ex:?a  ex:hubAirport  ?e   ,?a  ex:destination  ?b,0.0152672,0.00264114,0.0120301,8,3029,665,?b,0.0134567
?e  birthPlace  ?b  ex:?e  deathPlace  ?a  ex: ,?a  ex:metropolitanBorough  ?b,0.0144695,0.000090652,0.0120563,18,198562,1493,?a,0.0131531
?a  ex:sourceMountain  ?f  ?b  ex:sourcePlace  ?f   ,?a  ex:rightTributary  ?b,0.146501,0.0047161,0.0121343,603,127860,49694,?b,0.0224122
?a  ex:sourcePlace  ?f  ?b  ex:sourcePlace  ?f   ,?a  ex:rightTributary  ?b,0.146501,0.0047161,0.0121343,603,127860,49694,?b,0.0224122
?b  ex:sourceMountain  ?f  ?a  ex:sourcePlace  ?f   ,?a  ex:rightTributary  ?b,0.146501,0.0047161,0.0121343,603,127860,49694,?b,0.0224122
?a  ex:sourceMountain  ?f  ?b  ex:sourceMountain  ?f   ,?a  ex:rightTributary  ?b,0.146501,0.0047161,0.0121343,603,127860,49694,?b,0.0224122
?b  ex:sourceCountry  ?f  ?a  ex:state  ?f   ,?a  ex:river  ?b,0.0109489,0.000056771,0.0121457,6,105688,494,?a,0.0115163
?a  ex:affiliation  ?f  ?b  ex:headquarter  ?f   ,?a  ex:authority  ?b,0.0115607,0.000191186,0.0121951,2,10461,164,?a,0.0118694
?f  nextMission  ?b  ex:?a  ex:previousMission  ?f   ,?a  ex:nextMission  ?b,0.0118765,0.0121951,0.0122549,5,410,408,?a,0.0120627
?f  keyPerson  ?b  ex:?a  ex:publisher  ?f   ,?a  ex:gameArtist  ?b,0.0252632,0.00041027,0.0122574,12,29249,979,?a,0.0165062
?a  ex:nextMission  ?f  ?f  previousMission  ?b  ex: ,?a  ex:previousMission  ?b,0.0119904,0.0121951,0.0123153,5,410,406,?a,0.0121507
?a  ex:manufacturer  ?f  ?b  ex:manufacturer  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.28105,0.00285383,0.0125018,2109,739007,168696,?a,0.0239387
?a  ex:city  ?f  ?b  ex:federalState  ?f   ,?a  ex:administrativeDistrict  ?b,0.0868095,0.00450741,0.0125326,77,17083,6144,?a,0.021903
?a  ex:religiousHeadLabel  ?f  ?b  ex:religiousHeadLabel  ?f   ,?a  ex:rival  ?b,0.0140845,0.00505221,0.0126263,15,2969,1188,?b,0.0133156
?a  ex:education  ?b  ex: ,?a  ex:board  ?b,0.0103687,0.000821768,0.0126404,9,10952,712,?b,0.0113924
?f  followingEvent  ?b  ex:?a  ex:followingEvent  ?f   ,?a  ex:followingEvent  ?b,0.0106624,0.0126437,0.0126437,33,2610,2610,?a,0.0115688
?a  ex:region  ?b  ex: ,?a  ex:lowestPlace  ?b,0.0102564,0.000030708,0.0126582,2,65129,158,?a,0.0113314
?a  ex:region  ?b  ex: ,?a  ex:lowestMountain  ?b,0.0120482,0.000030708,0.0126582,2,65129,158,?a,0.0123457
?a  ex:country  ?f  ?b  ex:timeZone  ?f   ,?a  ex:sourceRegion  ?b,0.0157959,0.000011088,0.0127326,13,1172454,1021,?a,0.0140998
?f  crewMember  ?b  ex:?a  ex:previousMission  ?f   ,?a  ex:crewMember  ?b,0.0139535,0.012766,0.012766,3,235,235,?b,0.0133333
?a  ex:influenced  ?f  ?f  mainInterest  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0238612,0.00984193,0.0127957,33,3353,2579,?a,0.0166583
?a  ex:country  ?b  ex: ,?a  ex:highestState  ?b,0.0133333,0.000006838,0.0128205,4,584947,312,?a,0.0130719
?a  ex:architect  ?b  ex: ,?a  ex:engineer  ?b,0.0100503,0.00017325,0.012987,2,11544,154,?a,0.0113314
?a  ex:country  ?b  ex: ,?a  ex:ceremonialCounty  ?b,0.021389,0.000138474,0.0129953,81,584947,6233,?a,0.0161677
?a  ex:choreographer  ?f  ?b  ex:formerChoreographer  ?f   ,?a  ex:formerPartner  ?b,0.0224066,0.00485874,0.013012,27,5557,2075,?b,0.0164634
?a  ex:parentCompany  ?f  ?b  ex:parentCompany  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0323827,0.00231248,0.0130428,243,105082,18631,?a,0.0185958
?a  ex:recordLabel  ?b  ex: ,?a  ex:compiler  ?b,0.0107527,0.000013546,0.0130435,3,221468,230,?a,0.0117878
?b  ex:developer  ?f  ?a  ex:operatingSystem  ?f   ,?a  ex:operatingSystem  ?b,0.0363054,0.0130562,0.0130562,272,20833,20833,?a,0.0192056
?b  ex:primeMinister  ?f  ?a  ex:secondLeader  ?f   ,?a  ex:firstLeader  ?b,0.0396205,0.0130563,0.0130827,71,5438,5427,?a,0.0196703
?e  drainsTo  ?b  ex:?a  ex:vein  ?e   ,?a  ex:vein  ?b,0.0114943,0.0131004,0.0131004,3,229,229,?a,0.0122449
?a  ex:computingPlatform  ?b  ex: ,?a  ex:computingMedia  ?b,0.0215181,0.00647011,0.013144,273,42194,20770,?a,0.0163195
?b  ex:owner  ?f  ?a  ex:owningCompany  ?f   ,?a  ex:parentCompany  ?b,0.015211,0.00154022,0.0132309,124,80508,9372,?a,0.014152
?a  ex:owner  ?f  ?b  ex:owner  ?f   ,?a  ex:parentCompany  ?b,0.015211,0.000053112,0.0132309,124,2334672,9372,?a,0.014152
?b  ex:developer  ?f  ?f  product  ?a  ex: ,?a  ex:gameEngine  ?b,0.0233318,0.000928591,0.013238,50,53845,3777,?a,0.0168919
?e  architect  ?a  ex:?e  location  ?b  ex: ,?a  ex:significantBuilding  ?b,0.0213849,0.00328099,0.0134271,42,12801,3128,?b,0.0164965
?b  ex:location  ?a  ex: ,?a  ex:house  ?b,0.028436,0.000024233,0.0134529,6,247601,446,?b,0.0182648
?a  ex:varietals  ?f  ?b  ex:varietals  ?f   ,?a  ex:isPartOfWineRegion  ?b,0.0331126,0.0106762,0.0135993,15,1405,1103,?a,0.0192802
?e  party  ?a  ex:?e  party  ?b  ex: ,?a  ex:europeanParliamentGroup  ?b,0.0364238,0.0013277,0.0136307,11,8285,807,?a,0.0198377
?a  ex:birthPlace  ?b  ex: ,?a  ex:ethnicity  ?b,0.0222338,0.000110568,0.0136415,85,768759,6231,?a,0.0169087
?a  ex:branchFrom  ?f  ?f  branchTo  ?b  ex: ,?a  ex:branchFrom  ?b,0.0201681,0.013809,0.013809,12,869,869,?a,0.0163934
?a  ex:europeanParliamentGroup  ?f  ?b  ex:europeanParliamentGroup  ?f   ,?a  ex:splitFromParty  ?b,0.0334728,0.00082893,0.0139373,8,9651,574,?a,0.0196802
?e  location  ?a  ex:?e  location  ?b  ex: ,?a  ex:administrativeDistrict  ?b,0.0169109,0.000087206,0.0139795,15,172006,1073,?a,0.0153061
?a  ex:primeMinister  ?f  ?f  successor  ?b  ex: ,?a  ex:deputy  ?b,0.0222032,0.00130765,0.0140541,26,19883,1850,?b,0.0172128
?e  birthPlace  ?a  ex:?e  deathPlace  ?b  ex: ,?a  ex:metropolitanBorough  ?b,0.0321543,0.000201448,0.0140795,40,198562,2841,?a,0.0195838
?e  crewMember  ?b  ex:?e  nextMission  ?a  ex: ,?a  ex:crewMember  ?b,0.0139535,0.0140845,0.0140845,3,213,213,?b,0.0140187
?e  crewMember  ?b  ex:?e  previousMission  ?a  ex: ,?a  ex:crewMember  ?b,0.0139535,0.0140845,0.0140845,3,213,213,?b,0.0140187
?b  ex:choreographer  ?f  ?a  ex:formerCoach  ?f   ,?a  ex:formerPartner  ?b,0.019917,0.00498753,0.0141093,24,4812,1701,?b,0.0165175
?e  programmeFormat  ?a  ex:?e  programmeFormat  ?b  ex: ,?a  ex:derivative  ?b,0.0260521,0.00317073,0.0141612,13,4100,918,?b,0.0183486
?a  ex:officialLanguage  ?b  ex: ,?a  ex:regionalLanguage  ?b,0.0114286,0.00407332,0.0141844,2,491,141,?b,0.0126582
?b  ex:capital  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:placeOfBurial  ?b,0.0160966,0.000037213,0.0142096,8,214981,563,?a,0.0150943
?f  keyPerson  ?b  ex:?a  ex:owningCompany  ?f   ,?a  ex:owningCompany  ?b,0.0131023,0.0142381,0.0142381,124,8709,8709,?a,0.0136466
?a  ex:city  ?f  ?b  ex:city  ?f   ,?a  ex:river  ?b,0.0164234,0.000003107,0.0142405,9,2896652,632,?a,0.0152542
?a  ex:headquarter  ?e  ?e  leaderName  ?b  ex: ,?a  ex:leader  ?b,0.0140218,0.00150624,0.0142469,63,41826,4422,?a,0.0141335
?b  ex:mission  ?f  ?a  ex:nextMission  ?f   ,?a  ex:crewMember  ?b,0.0372093,0.0056338,0.0143885,8,1420,556,?b,0.0207523
?b  ex:mission  ?e  ?e  previousMission  ?a  ex: ,?a  ex:crewMember  ?b,0.0372093,0.005743,0.0144144,8,1393,555,?b,0.0207792
?a  ex:creator  ?f  ?b  ex:writer  ?f   ,?a  ex:lastAppearance  ?b,0.0890208,0.00289307,0.014504,150,51848,10342,?a,0.0249439
?e  influencedBy  ?a  ex:?e  mainInterest  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0455531,0.00758488,0.0145362,63,8306,4334,?a,0.0220395
?a  ex:writer  ?b  ex: ,?a  ex:musicComposer  ?b,0.0156132,0.00468114,0.0145535,618,132019,42464,?a,0.0150647
?a  ex:owningCompany  ?f  ?b  ex:owningCompany  ?f   ,?a  ex:subsidiary  ?b,0.0102887,0.00016165,0.014554,31,191772,2130,?b,0.0120552
?a  ex:location  ?b  ex: ,?a  ex:parentOrganisation  ?b,0.0127208,0.000072698,0.0145631,18,247601,1236,?a,0.0135798
?e  genre  ?a  ex:?e  genre  ?b  ex: ,?a  ex:musicSubgenre  ?b,0.682927,0.00255869,0.014569,252,98488,17297,?b,0.0285294
?e  influenced  ?a  ex:?e  mainInterest  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0274765,0.00515604,0.0145817,38,7370,2606,?a,0.0190524
?a  ex:relatedMeanOfTransportation  ?f  ?b  ex:successor  ?f   ,?a  ex:variantOf  ?b,0.0124206,0.00810665,0.0146056,45,5551,3081,?a,0.0134248
?f  crewMember  ?b  ex:?a  ex:nextMission  ?f   ,?a  ex:crewMember  ?b,0.0139535,0.0146341,0.0146341,3,205,205,?b,0.0142857
?b  ex:owner  ?f  ?a  ex:publisher  ?f   ,?a  ex:developer  ?b,0.0162513,0.00941215,0.0146711,403,42817,27469,?a,0.0154208
?a  ex:politicalPartyInLegislature  ?f  ?b  ex:politicalPartyInLegislature  ?f   ,?a  ex:house  ?b,0.374408,0.00366589,0.0146977,79,21550,5375,?b,0.028285
?a  ex:region  ?f  ?b  ex:region  ?f   ,?a  ex:rightTributary  ?b,0.0174927,0.000001659,0.014733,72,43396709,4887,?b,0.0159947
?a  ex:order  ?b  ex: ,?a  ex:class  ?b,0.0150777,0.0146982,0.0147658,3322,226014,224979,?a,0.0149201
?e  derivative  ?b  ex:?e  musicFusionGenre  ?a  ex: ,?a  ex:derivative  ?b,0.0140281,0.0147992,0.0147992,7,473,473,?b,0.0144033
?a  ex:district  ?f  ?b  ex:isPartOf  ?f   ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.000002174,0.0148148,2,920093,135,?b,0.0165289
?a  ex:series  ?f  ?f  voice  ?b  ex: ,?a  ex:voice  ?b,0.0135902,0.0148474,0.0148474,91,6129,6129,?b,0.014191
?a  ex:district  ?f  ?b  ex:district  ?f   ,?a  ex:governmentRegion  ?b,0.422764,0.000007713,0.0148529,52,6741594,3501,?a,0.0286976
?a  ex:computingPlatform  ?b  ex: ,?a  ex:resolution  ?b,0.0166667,0.0001422,0.0148883,6,42194,403,?a,0.0157274
?a  ex:headquarter  ?b  ex: ,?a  ex:targetAirport  ?b,0.0637708,0.00253555,0.0149577,69,27213,4613,?b,0.0242318
?e  influencedBy  ?a  ex:?e  mainInterest  ?b  ex: ,?a  ex:notableIdea  ?b,0.0352035,0.00385264,0.0149743,32,8306,2137,?b,0.0210112
?a  ex:family  ?b  ex: ,?a  ex:order  ?b,0.0145743,0.0121174,0.0149809,3294,271841,219880,?a,0.0147748
?a  ex:headquarter  ?b  ex: ,?a  ex:parentOrganisation  ?b,0.0127208,0.000661449,0.0150125,18,27213,1199,?a,0.013772
?f  keyPerson  ?b  ex:?a  ex:promotion  ?f   ,?a  ex:promotion  ?b,0.0247525,0.0150693,0.0150693,25,1659,1659,?a,0.0187336
?a  ex:order  ?b  ex: ,?a  ex:family  ?b,0.0121174,0.0145743,0.015077,3294,226014,218479,?a,0.0134361
?a  ex:producer  ?b  ex: ,?a  ex:distributor  ?b,0.0134196,0.00273497,0.015081,525,191958,34812,?a,0.0142019
?a  ex:coach  ?f  ?b  ex:formerChoreographer  ?f   ,?a  ex:formerPartner  ?b,0.0157676,0.00679542,0.0151154,19,2796,1257,?b,0.0154346
?e  birthPlace  ?a  ex:?e  residence  ?b  ex: ,?a  ex:countySeat  ?b,0.0222222,0.00185765,0.0151447,67,36067,4424,?b,0.0180132
?f  leader  ?a  ex:?b  ex:party  ?f   ,?a  ex:primeMinister  ?b,0.0133333,0.00677118,0.0151815,92,13587,6060,?a,0.0141975
?e  subsidiary  ?a  ex:?e  subsidiary  ?b  ex: ,?a  ex:subsidiary  ?b,0.0680385,0.0153627,0.0153627,205,13344,13344,?b,0.0250657
?a  ex:stylisticOrigin  ?f  ?b  ex:stylisticOrigin  ?f   ,?a  ex:musicSubgenre  ?b,0.417344,0.00441261,0.0154789,154,34900,9949,?b,0.0298507
?a  ex:starring  ?b  ex: ,?a  ex:director  ?b,0.0397525,0.0116508,0.0155118,2988,256464,192627,?a,0.0223158
?e  commander  ?a  ex:?e  commander  ?b  ex: ,?a  ex:primeMinister  ?b,0.0165217,0.000549181,0.0155292,114,207582,7341,?a,0.0160101
?e  artery  ?a  ex:?e  artery  ?b  ex: ,?a  ex:branchFrom  ?b,0.010084,0.0140515,0.015544,6,427,386,?a,0.0122324
?a  ex:crewMember  ?f  ?f  mission  ?b  ex: ,?a  ex:previousMission  ?b,0.0215827,0.0154639,0.0155979,9,582,577,?a,0.0181087
?f  musicFusionGenre  ?a  ex:?b  ex:stylisticOrigin  ?f   ,?a  ex:derivative  ?b,0.0440882,0.00689439,0.0156028,22,3191,1410,?b,0.0230487
?e  location  ?a  ex:?e  location  ?b  ex: ,?a  ex:lowestPlace  ?b,0.0153846,0.000017441,0.015625,3,172006,192,?a,0.0155039
?b  ex:president  ?f  ?a  ex:secondLeader  ?f   ,?a  ex:firstLeader  ?b,0.0106027,0.015625,0.0156507,19,1216,1214,?a,0.0126414
?f  branchFrom  ?b  ex:?a  ex:branchFrom  ?f   ,?a  ex:branchFrom  ?b,0.0151261,0.0156522,0.0156522,9,575,575,?a,0.0153846
?b  ex:successor  ?a  ex: ,?a  ex:lieutenant  ?b,0.0111857,0.00024759,0.0156904,15,60584,956,?b,0.0130605
?b  ex:owningCompany  ?f  ?a  ex:publisher  ?f   ,?a  ex:developer  ?b,0.0162513,0.012121,0.0157017,403,33248,25666,?a,0.0159718
?a  ex:philosophicalSchool  ?f  ?b  ex:philosophicalSchool  ?f   ,?a  ex:notableIdea  ?b,0.0154015,0.000335884,0.0157127,14,41681,891,?b,0.0155556
?b  ex:crewMember  ?f  ?f  mission  ?a  ex: ,?a  ex:nextMission  ?b,0.0213777,0.0154639,0.0157895,9,582,570,?a,0.0181635
?a  ex:artery  ?e  ?e  branchFrom  ?b  ex: ,?a  ex:artery  ?b,0.0138889,0.0157895,0.0157895,6,380,380,?a,0.0147783
?a  ex:varietals  ?e  ?e  wineRegion  ?b  ex: ,?a  ex:isPartOfWineRegion  ?b,0.013245,0.012987,0.0157895,6,462,380,?a,0.0144058
?a  ex:region  ?f  ?f  state  ?b  ex: ,?a  ex:lowestPlace  ?b,0.0102564,0.00032305,0.015873,2,6191,126,?a,0.0124611
?b  ex:product  ?f  ?a  ex:type  ?f   ,?a  ex:manufacturer  ?b,0.0164229,0.000340783,0.0159283,238,698391,14942,?a,0.0161718
?e  artery  ?a  ex:?e  artery  ?b  ex: ,?a  ex:branchTo  ?b,0.011811,0.00702576,0.0159574,3,427,188,?b,0.0135747
?a  ex:knownFor  ?f  ?b  ex:knownFor  ?f   ,?a  ex:doctoralStudent  ?b,0.0204785,0.0012714,0.0159962,101,79440,6314,?b,0.0179619
?a  ex:aircraftFighter  ?f  ?f  successor  ?b  ex: ,?a  ex:aircraftFighter  ?b,0.0144737,0.0160584,0.0160584,11,685,685,?a,0.0152249
?a  ex:creator  ?f  ?b  ex:director  ?f   ,?a  ex:lastAppearance  ?b,0.0296736,0.00250891,0.0161551,50,19929,3095,?a,0.0209205
?a  ex:philosophicalSchool  ?b  ex: ,?a  ex:era  ?b,0.0200236,0.0122921,0.0162835,17,1383,1044,?a,0.0179609
?a  ex:choreographer  ?f  ?b  ex:coach  ?f   ,?a  ex:formerPartner  ?b,0.0215768,0.00718232,0.0163112,26,3620,1594,?b,0.0185781
?e  deathPlace  ?b  ex:?e  party  ?a  ex: ,?a  ex:nationalAffiliation  ?b,0.0106101,0.00035807,0.0164609,4,11171,243,?a,0.0129032
?b  ex:location  ?f  ?a  ex:municipality  ?f   ,?a  ex:governmentRegion  ?b,0.0243902,0.000094569,0.0164835,3,31723,182,?a,0.0196721
?a  ex:owner  ?f  ?b  ex:owningCompany  ?f   ,?a  ex:broadcastNetwork  ?b,0.0143194,0.00196254,0.0165272,158,80508,9560,?a,0.0153443
?b  ex:branchFrom  ?f  ?f  branchTo  ?a  ex: ,?a  ex:branchTo  ?b,0.0393701,0.0115075,0.0165289,10,869,605,?b,0.0232829
?f  capital  ?b  ex:?a  ex:country  ?f   ,?a  ex:federalState  ?b,0.0166704,0.000138572,0.0166704,75,541233,4499,?a,0.0166704
?a  ex:family  ?b  ex: ,?a  ex:genus  ?b,0.0223323,0.0112308,0.0167671,3053,271841,182083,?a,0.0191536
?f  successor  ?b  ex:?a  ex:successor  ?f   ,?a  ex:governor  ?b,0.0185278,0.000557615,0.0167877,37,66354,2204,?a,0.0176149
?b  ex:district  ?f  ?f  highestState  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0162602,0.0134228,0.0168067,2,149,119,?a,0.0165289
?a  ex:highestPlace  ?f  ?f  locatedInArea  ?b  ex: ,?a  ex:highestPlace  ?b,0.0217129,0.0168067,0.0168067,18,1071,1071,?a,0.0189474
?b  ex:district  ?f  ?f  highestState  ?a  ex: ,?a  ex:highestRegion  ?b,0.015873,0.0134228,0.0168067,2,149,119,?a,0.0163265
?a  ex:creator  ?f  ?b  ex:producer  ?f   ,?a  ex:lastAppearance  ?b,0.0249258,0.000957134,0.0168472,42,43881,2493,?a,0.0201053
?a  ex:canton  ?b  ex: ,?a  ex:arrondissement  ?b,0.0118803,0.0122889,0.0168689,139,11311,8240,?a,0.0139418
?a  ex:affiliation  ?b  ex: ,?a  ex:athletics  ?b,0.0170261,0.000944287,0.0168729,15,15885,889,?a,0.0169492
?b  ex:coach  ?f  ?a  ex:formerChoreographer  ?f   ,?a  ex:formerPartner  ?b,0.0165975,0.00715308,0.0168776,20,2796,1185,?b,0.0167364
?b  ex:deathPlace  ?a  ex: ,?a  ex:saint  ?b,0.0266458,0.000255286,0.0169098,51,199776,3016,?a,0.0206897
?b  ex:primeMinister  ?f  ?a  ex:successor  ?f   ,?a  ex:primeMinister  ?b,0.032029,0.0113976,0.0169232,221,19390,13059,?a,0.0221454
?b  ex:owner  ?f  ?a  ex:owningCompany  ?f   ,?a  ex:subsidiary  ?b,0.0106206,0.000397476,0.0169942,32,80508,1883,?b,0.0130719
?a  ex:arrondissement  ?b  ex: ,?a  ex:canton  ?b,0.0122889,0.0118803,0.0170051,139,11700,8174,?a,0.0142674
?a  ex:stylisticOrigin  ?f  ?b  ex:stylisticOrigin  ?f   ,?a  ex:derivative  ?b,0.50501,0.00722063,0.0170593,252,34900,14772,?b,0.0330037
?e  mission  ?a  ex:?e  mission  ?b  ex: ,?a  ex:nextMission  ?b,0.144893,0.0164776,0.0171252,61,3702,3562,?a,0.0306302
?e  mission  ?a  ex:?e  mission  ?b  ex: ,?a  ex:previousMission  ?b,0.146283,0.0164776,0.0171445,61,3702,3558,?a,0.0306918
?a  ex:parentCompany  ?e  ?e  subsidiary  ?b  ex: ,?a  ex:parentCompany  ?b,0.0185231,0.0171455,0.0171455,151,8807,8807,?a,0.0178077
?a  ex:launchPad  ?f  ?b  ex:launchPad  ?f   ,?a  ex:nextMission  ?b,0.315914,0.0163692,0.0171635,133,8125,7749,?a,0.0325581
?a  ex:computingPlatform  ?e  ?e  license  ?b  ex: ,?a  ex:gameEngine  ?b,0.0130658,0.00361197,0.0172096,28,7752,1627,?a,0.0148541
?a  ex:launchPad  ?f  ?b  ex:launchPad  ?f   ,?a  ex:previousMission  ?b,0.321343,0.0164923,0.0172192,134,8125,7782,?a,0.0326869
?a  ex:director  ?b  ex: ,?a  ex:musicComposer  ?b,0.0138447,0.00729063,0.0172566,548,75165,31756,?a,0.0153635
?b  ex:parentCompany  ?f  ?f  subsidiary  ?a  ex: ,?a  ex:subsidiary  ?b,0.0235646,0.00806177,0.0172918,71,8807,4106,?b,0.0199466
?a  ex:region  ?b  ex: ,?a  ex:highestMountain  ?b,0.10687,0.000214958,0.0174346,14,65129,803,?b,0.0299786
?a  ex:isPartOfWineRegion  ?f  ?b  ex:isPartOfWineRegion  ?f   ,?a  ex:isPartOfWineRegion  ?b,0.423841,0.0174419,0.0174419,192,11008,11008,?a,0.0335049
?a  ex:branchFrom  ?f  ?b  ex:branchFrom  ?f   ,?a  ex:branchTo  ?b,0.0629921,0.00554977,0.0174482,16,2883,917,?b,0.0273271
?e  birthPlace  ?a  ex:?e  successor  ?b  ex: ,?a  ex:memberOfParliament  ?b,0.0387812,0.000198946,0.0175219,14,70371,799,?b,0.0241379
?a  ex:sourcePlace  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0133657,0.00236052,0.0175439,11,4660,627,?a,0.0151724
?a  ex:sourceMountain  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0133657,0.00236052,0.0175439,11,4660,627,?a,0.0151724
?b  ex:artery  ?f  ?a  ex:branchFrom  ?f   ,?a  ex:vein  ?b,0.0153257,0.00674536,0.0175439,4,593,228,?a,0.0163599
?f  location  ?a  ex:?b  ex:location  ?f   ,?a  ex:house  ?b,0.014218,0.000192567,0.0175439,3,15579,171,?b,0.0157068
?a  ex:isPartOf  ?b  ex: ,?a  ex:leaderName  ?b,0.0180082,0.000546649,0.0175666,298,545140,16964,?a,0.0177847
?a  ex:series  ?f  ?f  starring  ?b  ex: ,?a  ex:portrayer  ?b,0.17614,0.0112836,0.0175815,753,66734,42829,?b,0.0319718
?b  ex:keyPerson  ?f  ?a  ex:owningCompany  ?f   ,?a  ex:owningCompany  ?b,0.0129966,0.017589,0.017589,123,6993,6993,?a,0.014948
?e  product  ?a  ex:?e  product  ?b  ex: ,?a  ex:gameEngine  ?b,0.0144657,0.000373395,0.0176036,31,83022,1761,?a,0.0158811
?a  ex:mainInterest  ?f  ?b  ex:mainInterest  ?f   ,?a  ex:influencedBy  ?b,0.0383897,0.00842301,0.0176066,699,82987,39701,?b,0.0241413
?f  successor  ?a  ex:?b  ex:successor  ?f   ,?a  ex:deputy  ?b,0.0367208,0.000648039,0.017623,43,66354,2440,?b,0.0238161
?f  party  ?a  ex:?b  ex:successor  ?f   ,?a  ex:leader  ?b,0.0271534,0.00470952,0.0178571,122,25905,6832,?a,0.0215453
?e  aircraftTransport  ?b  ex:?e  notableCommander  ?a  ex: ,?a  ex:aircraftTransport  ?b,0.0109589,0.0178971,0.0178971,8,447,447,?b,0.0135939
?a  ex:state  ?b  ex: ,?a  ex:source  ?b,0.0112657,0.000345465,0.0179514,17,49209,947,?a,0.0138436
?a  ex:formerChoreographer  ?f  ?b  ex:formerCoach  ?f   ,?a  ex:formerPartner  ?b,0.0406639,0.00978825,0.0179553,49,5006,2729,?b,0.024911
?a  ex:headquarter  ?f  ?b  ex:residence  ?f   ,?a  ex:secretaryGeneral  ?b,0.0283019,0.000000716,0.0179641,3,4189955,167,?b,0.021978
?e  leaderName  ?b  ex:?a  ex:location  ?e   ,?a  ex:leader  ?b,0.0126864,0.000199027,0.0179811,57,286393,3170,?a,0.0148767
?a  ex:series  ?b  ex: ,?a  ex:lastAppearance  ?b,0.010089,0.000948502,0.0180659,17,17923,941,?a,0.0129474
?e  derivative  ?b  ex:?a  ex:stylisticOrigin  ?e   ,?a  ex:musicSubgenre  ?b,0.0650406,0.00704225,0.0181269,24,3408,1324,?b,0.028352
?b  ex:choreographer  ?f  ?a  ex:formerChoreographer  ?f   ,?a  ex:formerPartner  ?b,0.0224066,0.00485874,0.018133,27,5557,1489,?b,0.0200445
?a  ex:class  ?b  ex: ,?a  ex:order  ?b,0.0146982,0.0150777,0.0182497,3322,220326,182030,?a,0.0162826
?e  musicSubgenre  ?b  ex:?e  stylisticOrigin  ?a  ex: ,?a  ex:musicSubgenre  ?b,0.0677507,0.0184502,0.0184502,25,1355,1355,?b,0.0290023
?a  ex:locatedInArea  ?b  ex: ,?a  ex:maintainedBy  ?b,0.0243506,0.00105649,0.0184729,30,28396,1624,?a,0.0210084
?a  ex:city  ?b  ex: ,?a  ex:source  ?b,0.0119284,0.000212668,0.0185567,18,84639,970,?a,0.014522
?e  city  ?b  ex:?e  riverMouth  ?a  ex: ,?a  ex:mouthMountain  ?b,0.0165214,0.0132364,0.0186858,91,6875,4870,?a,0.0175371
